Id	Desc	Name	SceneResource	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	Length	Width	Obstacle	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	SeamlessOffSetX	SeamlessOffsetZ
1045	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1046	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1047	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1048	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1049	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1050	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1051	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1052	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1053	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1054	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1055	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1056	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1057	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1058	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1059	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1060	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1061	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1062	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1063	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1064	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1065	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1066	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1067	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1068	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1069	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1070	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1071	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1072	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1073	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1074	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1075	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1076	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1077	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1078	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1079	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1080	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1081	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1082	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1083	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1084	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1085	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1086	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1087	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1088	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1089	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1090	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1091	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1092	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1093	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1094	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1095	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1096	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1097	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1098	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1099	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1100	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1101	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1102	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1103	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1104	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1105	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1106	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1107	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1108	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1109	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1110	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1111	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1112	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1113	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1114	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1115	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1116	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1117	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1118	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1119	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1120	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1121	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1122	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1123	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1124	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1125	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1126	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1127	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1128	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1129	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1130	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1131	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1132	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1133	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1134	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1135	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1136	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1137	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1138	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1139	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
