Id	Description	DstSceneID	X	Z	TargetName	TargetJob	Color
	帮派属地-管家	1195	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1195	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1196	帮派属地-飞天仙子	1196	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1196	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1196	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1197	帮派属地-飞天仙子	1197	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1197	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1197	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1198	帮派属地-飞天仙子	1198	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1198	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1198	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1199	帮派属地-飞天仙子	1199	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1199	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1199	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1200	帮派属地-飞天仙子	1200	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1200	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1200	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1201	帮派属地-飞天仙子	1201	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1201	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1201	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1202	帮派属地-飞天仙子	1202	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1202	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1202	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1203	帮派属地-飞天仙子	1203	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1203	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1203	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1204	帮派属地-飞天仙子	1204	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1204	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1204	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1205	帮派属地-飞天仙子	1205	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1205	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1205	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1206	帮派属地-飞天仙子	1206	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1206	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1206	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1207	帮派属地-飞天仙子	1207	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1207	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1207	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1208	帮派属地-飞天仙子	1208	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1208	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1208	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1209	帮派属地-飞天仙子	1209	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1209	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1209	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1210	帮派属地-飞天仙子	1210	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1210	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1210	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1211	帮派属地-飞天仙子	1211	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1211	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1211	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1212	帮派属地-飞天仙子	1212	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1212	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1212	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1213	帮派属地-飞天仙子	1213	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1213	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1213	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1214	帮派属地-飞天仙子	1214	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1214	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1214	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1215	帮派属地-飞天仙子	1215	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1215	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1215	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1216	帮派属地-飞天仙子	1216	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1216	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1216	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1217	帮派属地-飞天仙子	1217	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1217	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1217	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1218	帮派属地-飞天仙子	1218	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1218	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1218	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1219	帮派属地-飞天仙子	1219	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1219	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1219	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1220	帮派属地-飞天仙子	1220	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1220	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1220	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1221	帮派属地-飞天仙子	1221	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1221	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1221	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1222	帮派属地-飞天仙子	1222	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1222	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1222	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1223	帮派属地-飞天仙子	1223	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1223	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1223	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1224	帮派属地-飞天仙子	1224	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1224	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1224	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1225	帮派属地-飞天仙子	1225	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1225	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1225	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1226	帮派属地-飞天仙子	1226	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1226	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1226	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1227	帮派属地-飞天仙子	1227	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1227	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1227	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1228	帮派属地-飞天仙子	1228	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1228	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1228	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1229	帮派属地-飞天仙子	1229	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1229	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1229	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1230	帮派属地-飞天仙子	1230	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1230	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1230	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1231	帮派属地-飞天仙子	1231	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1231	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1231	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1232	帮派属地-飞天仙子	1232	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1232	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1232	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1233	帮派属地-飞天仙子	1233	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1233	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1233	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1234	帮派属地-飞天仙子	1234	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1234	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1234	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1235	帮派属地-飞天仙子	1235	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1235	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1235	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1236	帮派属地-飞天仙子	1236	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1236	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1236	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1237	帮派属地-飞天仙子	1237	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1237	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1237	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1238	帮派属地-飞天仙子	1238	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1238	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1238	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1239	帮派属地-飞天仙子	1239	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1239	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1239	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1240	帮派属地-飞天仙子	1240	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1240	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1240	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1241	帮派属地-飞天仙子	1241	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1241	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1241	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1242	帮派属地-飞天仙子	1242	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1242	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1242	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1243	帮派属地-飞天仙子	1243	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1243	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1243	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1244	帮派属地-飞天仙子	1244	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1244	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1244	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1245	帮派属地-飞天仙子	1245	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1245	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1245	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1246	帮派属地-飞天仙子	1246	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1246	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1246	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1247	帮派属地-飞天仙子	1247	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1247	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1247	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1248	帮派属地-飞天仙子	1248	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1248	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1248	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
1249	帮派属地-飞天仙子	1249	44.53	28.7	飞天仙子<传送>	0	FFFF69
	帮派属地-管家	1249	44.72	22.9	司徒帮兴<帮派环任务>	0	FFFF69
	帮派属地-商人	1249	38.71	16.51	鲍权友<帮派商人>	0	FFFF69
