Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo
2179	[废弃]	魔神	<反弹目标玩家的伤害，召唤小弟>	2	171	0	139	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2180	[废弃]	魔神	<反弹目标玩家的伤害，召唤小弟>	2	211	0	139	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2181	[废弃]	魔神	<反弹目标玩家的伤害，召唤小弟>	2	236	0	139	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2183	[废弃]	魔化碧瑶	<对自身周围造成伤害并定身>	2	70	1	127	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2184	[废弃]	魔化陆雪琪	<擅长群体伤害>	2	70	1	128	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2185	[废弃]	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	70	1	129	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2186	[废弃]	魔化林惊羽	<对面前玩家造成大量伤害>	2	70	0	130	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2187	[废弃]	魔化道玄	<诛仙剑阵，注意躲避>	2	70	0	131	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2188	[废弃]	魔化普智	<擅长无量真言>	2	70	0	132	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2189	[废弃]	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	70	0	133	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2190	[废弃]	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	70	1	134	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2191	[废弃]	魔化齐昊	<放大玩家受到的伤害>	2	70	0	135	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2192	[废弃]	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	70	0	136	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2193	[废弃]	魔化毒神	<喷射毒气降低玩家攻击力>	2	70	0	137	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2194	[废弃]	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	70	0	138	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2195	[废弃]	魔化青云弟子		0	70	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2196	[废弃]	魔化合欢弟子		0	70	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2197	[废弃]	魔化鬼王弟子		0	70	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2198	[废弃]	魔化天音弟子		0	70	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2199	[废弃]	魔化碧瑶	<对自身周围造成伤害并定身>	2	95	1	127	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2200	[废弃]	魔化陆雪琪	<擅长群体伤害>	2	95	1	128	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2201	[废弃]	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	95	1	129	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2202	[废弃]	魔化林惊羽	<对面前玩家造成大量伤害>	2	95	0	130	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2203	[废弃]	魔化道玄	<诛仙剑阵，注意躲避>	2	95	0	131	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2204	[废弃]	魔化普智	<擅长无量真言>	2	95	0	132	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2205	[废弃]	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	95	0	133	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2206	[废弃]	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	95	1	134	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2207	[废弃]	魔化齐昊	<放大玩家受到的伤害>	2	95	0	135	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2208	[废弃]	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	95	0	136	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2209	[废弃]	魔化毒神	<喷射毒气降低玩家攻击力>	2	95	0	137	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2210	[废弃]	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	95	0	138	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2211	[废弃]	魔化青云弟子		0	95	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2212	[废弃]	魔化合欢弟子		0	95	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2213	[废弃]	魔化鬼王弟子		0	95	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2214	[废弃]	魔化天音弟子		0	95	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2215	[废弃]	魔化碧瑶	<对自身周围造成伤害并定身>	2	125	1	127	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2216	[废弃]	魔化陆雪琪	<擅长群体伤害>	2	125	1	128	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2217	[废弃]	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	125	1	129	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2218	[废弃]	魔化林惊羽	<对面前玩家造成大量伤害>	2	125	0	130	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2219	[废弃]	魔化道玄	<诛仙剑阵，注意躲避>	2	125	0	131	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2220	[废弃]	魔化普智	<擅长无量真言>	2	125	0	132	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2221	[废弃]	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	125	0	133	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2222	[废弃]	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	125	1	134	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2223	[废弃]	魔化齐昊	<放大玩家受到的伤害>	2	125	0	135	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2224	[废弃]	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	125	0	136	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2225	[废弃]	魔化毒神	<喷射毒气降低玩家攻击力>	2	125	0	137	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2226	[废弃]	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	125	0	138	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2227	[废弃]	魔化青云弟子		0	125	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2228	[废弃]	魔化合欢弟子		0	125	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2229	[废弃]	魔化鬼王弟子		0	125	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2230	[废弃]	魔化天音弟子		0	125	0	1	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2231	魔神降临（挑战1）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	166	1	127	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2232	魔神降临（挑战1）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	166	1	128	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2233	魔神降临（挑战1）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	166	1	129	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2234	魔神降临（挑战1）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	166	0	130	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2235	魔神降临（挑战1）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	166	0	131	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2236	魔神降临（挑战1）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	166	0	132	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2237	魔神降临（挑战1）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	166	0	133	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2238	魔神降临（挑战1）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	166	1	134	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2239	魔神降临（挑战1）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	166	0	135	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2240	魔神降临（挑战1）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	166	0	136	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2241	魔神降临（挑战1）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	166	0	137	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2242	魔神降临（挑战1）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	166	0	138	846	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131346	-1	-1	1	1	1	1	0	69520	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2243	魔神降临（挑战1）-BOSS-魔化青云弟子	魔化青云弟子		0	166	0	1	840	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2244	魔神降临（挑战1）-BOSS-魔化合欢弟子	魔化合欢弟子		0	166	0	1	840	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2245	魔神降临（挑战1）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	166	0	1	840	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2246	魔神降临（挑战1）-BOSS-魔化天音弟子	魔化天音弟子		0	166	0	1	840	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	12956	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2247	魔神降临（挑战2）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	206	1	127	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2248	魔神降临（挑战2）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	206	1	128	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2249	魔神降临（挑战2）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	206	1	129	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2250	魔神降临（挑战2）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	206	0	130	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2251	魔神降临（挑战2）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	206	0	131	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2252	魔神降临（挑战2）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	206	0	132	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2253	魔神降临（挑战2）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	206	0	133	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
