EffectID	Name	EffectName	DelayTime	IsOnlyDeactive	EffectType	ParentName	FellowOwnerType	MaxOwnNum	IsCanHide	X	Y	Z	RotationX	RotationY	RotationZ	Duration	IsNeedScaleByModel	SoundID
578	魔神降临-魔化道玄-诛仙剑阵_loop	fb_zhuxianjian_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
579	魔神降临-魔化普智-无量真言	tianyin_jn_wuliangzhenyan_02	0.5	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.5	0	-1
580	魔神降临-魔化文敏-万物回春_start	boss_wenmin_wanwuhuichun_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
581	魔神降临-魔化文敏-万物回春_loop	boss_wenmin_wanwuhuichun_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
582	魔神降临-魔化文敏-万物回春_回血buff	buff_huixue_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	1	0	-1
583	魔神降临-魔化齐昊-纳阴归渊	boss_mohuashoushen_heisha_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
584	魔神降临-魔化鬼厉-噬魂无双_start	boss_shixuewushuang_003	0	0	0	EffectPoint	0	-1	1	0	0.5	0.5	0	0	0	2	0	-1
585	魔神降临-魔化鬼厉-噬魂无双_loop	boss_shixuewushuang_001	0	0	0	EffectPoint	0	-1	1	0	1	1	0	0	0	0	0	-1
586	魔神降临-魔化鬼厉-噬魂无双_受击	boss_shixuewushuang_002	0	0	0	CenterPoint	2	-1	1	0	0	0	0	0	0	0	0	-1
587	魔神降临-魔化鬼厉-噬魂无双_链	boss_shihunwushuang_lian001	1.33	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0	-1
588	魔神降临-魔化毒神-万毒云海_释放	boss_yewaiguai_juxing_002	0.2	0	0	EffectPoint	0	-1	1	0	1	1	0	0	0	1.5	0	-1
589	魔神降临-魔化毒神-万毒云海_陷阱	boss_qinwuyan_wanduyunhai_002	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	646
590	魔神降临-魔化魔神-相由心生1	boss_wanqianchongai_001	0	0	0	CenterPoint	2	-1	1	-0.189	0.193	0.142	0	0	0	3	0	-1
591	魔神降临-魔化魔神-相由心生2	boss_tianshengyouwu_001	1	0	0	EffectPoint	0	-1	1	0	1.1	0	0	0	0	2	0	-1
592	魔神降临-魔化秦无炎-扫荡蛮荒_start	boss_huotoutuo_huogong_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
593	魔神降临-魔化秦无炎-扫荡蛮荒_loop	boss_huotoutuo_huogong_002	0.1	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
594	魔神降临-魔化魔神-奴仆降世_释放	boss_nupujiangshi_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
595	魔神降临-魔化魔神-奴仆降世_召唤物	tongyong_zhaohuan_yuanling_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
596	魔神降临-魔化魔神-相由心生标记BUFF	buffjiehunqizudui_01	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
597	魔神降临-通用狂暴伤害BUFF	buff_kuangbao_003	0	0	0	EffectPoint	2	2	1	0	0	0	0	0	0	0	0	-1
598	装备雕琢成功特效	ui_diaozhuo_chenggong_01	0	0	0	EffectPoint	0	-1	0	0	0	2.09	0	0	0	3	0	-1
599	装备雕琢失败特效	ui_diaozhuo_shibai_01	0	0	0	EffectPoint	0	-1	0	0	0	2.09	0	0	0	3	0	-1
600	星魂开锁特效	ui_xinghunkaisuo_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	0	0	3	0	637
601	圣诞快乐烟花特效	scene_yamhua_shengdan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	649
602	元旦快乐烟花特效	scene_yanhua_yuandan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	648
603	下雪烟花特效	scene_yanhua_piaoxue_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	650
604	吊炸天烟花特效	scene_yanhua_shuangdan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	651
605	兽神-饕餮狂暴buff	buff_kuangbao_002	0	0	0	EffectPoint	2	2	1	0	0	0	0	0	0	0	0	-1
606	青云武器特效-雕琢24级	weapen_jian_diaozhuo_001	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
607	鬼王武器特效-雕琢24级	weapen_ren_diaozhuo_001	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
608	天音武器特效-雕琢24级	weapen_zhang_diaozhuo_001	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
609	合欢武器特效-雕琢24级左手	weapen_huan_diaozhuo_001	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
610	合欢武器特效-雕琢24级右手	weapen_huan_diaozhuo_001	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
611	青云武器特效-雕琢38级	weapen_jian_diaozhuo_002	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
612	鬼王武器特效-雕琢38级	weapen_ren_diaozhuo_002	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
613	天音武器特效-雕琢38级	weapen_zhang_diaozhuo_002	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
614	合欢武器特效-雕琢38级左手	weapen_huan_diaozhuo_002	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
615	合欢武器特效-雕琢38级右手	weapen_huan_diaozhuo_002	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
616	青云武器特效-雕琢52级	weapen_jian_diaozhuo_003	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
617	鬼王武器特效-雕琢52级	weapen_ren_diaozhuo_003	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
618	天音武器特效-雕琢52级	weapen_zhang_diaozhuo_003	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	0	0	0	-1
619	合欢武器特效-雕琢52级左手	weapen_huan_diaozhuo_003	0	0	0	WeaponL	1	-1	1	0	0	0	0	0	0	0	0	-1
620	合欢武器特效-雕琢52级右手	weapen_huan_diaozhuo_003	0	0	0	WeaponR	1	-1	1	0	0	0	0	0	180	0	0	-1
621	兽神-指引特效	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
622	飞升开启UI特效	ui_feishengchenggong_001	0	0	0	EffectPoint	0	-1	0	0	0	3.8	0	180	0	4	0	607
623	王者争霸-攻击增加	buff_xianjing_001	0	0	0	EffectPoint	0	-1	0	0	0.1	0	0	0	0	0	0	-1
624	王者争霸-伤害减免	tongyong_yd_002	0	0	0	EffectPoint	0	-1	0	0	0.1	0	0	0	0	0	0	-1
625	相思入海烟花特效	scene_yanhua_xiangsiruhai_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
626	天香锦瑟烟花特效	scene_yanhua_tianxiangjinse_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
627	璀璨星河烟花特效	scene_yanhua_cuicanxinghe_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
628	粉红记忆烟花特效	scene_yanhua_fenhongjiyi_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
629	火树银花烟花特效	scene_yanhua_huoshuyinhua_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
630	韶华绮梦烟花特效	scene_yanhua_shaohuaqimeng_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
631	战斗力特效-1200W	tongyong_zhanlitexiao_zhong_cheng	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
632	战斗力特效-1400W	tongyong_zhanlitexiao_zhong_hong	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
633	夫妻副本箭头指引（入口-陷阱1）	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0.2	0	0	90	0	0	0	-1
634	夫妻副本箭头指引（陷阱1-陷阱2）	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0.2	0	0	77	0	0	0	-1
635	夫妻副本箭头指引（陷阱2-陷阱3）	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0.2	0	-16	278	0	0	0	-1
636	夫妻副本箭头指引（陷阱3-陷阱4）	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0.2	0	0	58	0	0	0	-1
637	夫妻副本箭头指引（陷阱4-陷阱5）	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0.2	0	0	0	0	0	0	-1
638	修罗任务相位-心魔-梦之殇	boss_xionglingheihu_xuanfengzhan_001	0	0	0	EffectPoint	1	-1	1	0	1.2	0	0	0	0	0	0	-1
639	爆竹-施法	fb_baozhu_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0.5	0	0	0	2	0	-1
640	爆竹-受击	fb_baozhu_attack_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	1	0	655
641	八凶玄火-兽炎	boss_zhulong_longyan_002	0.7	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
642	八凶玄火-兽息	boss_zhulong_longxi_001	0.3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.2	0	-1
643	八凶玄火-玄火1	boss_xuanhuoshou_xuanhuo_sf_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
644	八凶玄火-玄火2	boss_xuanhuoshou_xuanhuo_sf_003	0	0	0	EffectPoint	2	1	1	-2.35	0.1	1.94	0	0	0	0	0	-1
645	八凶玄火-玄火-持续	boss_xuanhuoshou_xuanhuo_sf_002	0.55	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
646	八凶玄火-八荒	boss_fulongding_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	1.5	0	-1
647	八凶玄火-八荒-受击	boss_shixuepuzhi_shixue_002	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	1.5	0	675
648	幻化特效	tongyong_huanhua_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	656
649	解除幻化特效	tongyong_huanhua_002	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	657
650	大世界破凶-瞿如-凤舞云回	boss_fengwuyunhui_001	0	0	0	EffectPoint	2	1	1	0	2.85	-1	0	0	0	2.5	0	678
651	大世界破凶-瞿如-磐石_loop	boss_baiseyaoshe_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
652	大世界破凶-瞿如-磐石_end	boss_baiseyaoshe_002	0	0	0	EffectPoint	2	1	1	0	0.1	0	0	0	0	0.45	0	-1
653	大世界破凶-鹿女-暴虎冯河_持续	boss_heiyan_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	594
654	大世界破凶-鹿女-磐石_loop	boss_baiseyaoshe_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
655	大世界破凶-鹿女-磐石_end	boss_baiseyaoshe_002	0	0	0	EffectPoint	2	1	1	0	0.1	0	0	0	0	0.45	0	-1
656	大世界破凶-娲皇-寂灭灵心1	boss_yuren_aoe_001	0	0	0	EffectPoint	2	1	1	0	0	-1	0	0	0	0.5	0	-1
657	大世界破凶-娲皇-寂灭灵心2	boss_yuren_aoe_002	0	0	0	EffectPoint	2	1	1	0	0	3	0	0	0	1.5	0	-1
658	大世界破凶-娲皇-磐石_loop	boss_baiseyaoshe_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
659	大世界破凶-娲皇-磐石_end	boss_baiseyaoshe_002	0	0	0	EffectPoint	2	1	1	0	0.1	0	0	0	0	0.45	0	-1
660	大世界破凶-野人-鬼神震	boss_huotoutuo_huogong_002	0.45	0	0	EffectPoint	2	1	1	0	0.1	0	0	0	0	2.5	0	677
661	大世界破凶-野人-磐石_loop	boss_baiseyaoshe_001	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
662	大世界破凶-野人-磐石_end	boss_baiseyaoshe_002	0	0	0	EffectPoint	2	1	1	0	0.1	0	0	0	0	0.45	0	-1
663	战斗力特效-2000W	tongyong_zhanlitexiao_gao	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
664	战斗力特效-2300W	tongyong_zhanlitexiao_gao_02	0	0	0	EffectPoint	2	1	1	0	0	0	0	0	0	0	0	-1
