Id	Desc	Combat1	Combat2	Combat3	Combat4	Combat5	Combat6	Combat7	Combat8	Combat9	Combat10	Combat11	Combat12	Combat13	Combat14	Combat15	Combat16	Combat17	Combat18	Combat19	Combat20	Combat21	Combat22	Combat23	Combat24	Combat25	Combat26	Combat27	Combat28	Combat29	Combat30	Combat31	Combat32	Combat33	Combat34	Combat35	Combat36	Combat37	Combat38	Combat39	Combat40	Combat41	Combat42	Combat43	Combat44	Combat45	Combat46	Combat47	Combat48	Combat49	Combat50	Combat51	Combat52	Combat53	Combat54	Combat55	Combat56	Combat57	Combat58	Combat59	Combat60
202	等级对应战力-等级202	3273800	3349700	3762300	3273800	3349700	3762300	3273800	3349700	3762300	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
203	等级对应战力-等级203	3310700	3389500	3802700	3310700	3389500	3802700	3310700	3389500	3802700	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
204	等级对应战力-等级204	3347600	3429200	3843200	3347600	3429200	3843200	3347600	3429200	3843200	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
205	等级对应战力-等级205	3384500	3469000	3883600	3384500	3469000	3883600	3384500	3469000	3883600	2345900	3564200	5905000	-1	-1	2969000	4631000	5905000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
206	等级对应战力-等级206	3421500	3508800	3924100	3421500	3508800	3924100	3421500	3508800	3924100	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
207	等级对应战力-等级207	3458400	3548600	3964600	3458400	3548600	3964600	3458400	3548600	3964600	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
208	等级对应战力-等级208	3495300	3588400	4005100	3495300	3588400	4005100	3495300	3588400	4005100	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
209	等级对应战力-等级209	3532200	3628200	4045600	3532200	3628200	4045600	3532200	3628200	4045600	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
210	等级对应战力-等级210	3569200	3668100	4086000	3569200	3668100	4086000	3569200	3668100	4086000	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
211	等级对应战力-等级211	3606600	3708400	4127000	3606600	3708400	4127000	3606600	3708400	4127000	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	等级对应战力-等级212	3626600	3725100	4143600	3626600	3725100	4143600	3626600	3725100	4143600	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	等级对应战力-等级213	3646500	3741900	4160200	3646500	3741900	4160200	3646500	3741900	4160200	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
214	等级对应战力-等级214	3666500	3758500	4176800	3666500	3758500	4176800	3666500	3758500	4176800	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	等级对应战力-等级215	3686400	3775200	4193400	3686400	3775200	4193400	3686400	3775200	4193400	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	等级对应战力-等级216	3706300	3791900	4210000	3706300	3791900	4210000	3706300	3791900	4210000	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	等级对应战力-等级217	3726200	3808600	4226500	3726200	3808600	4226500	3726200	3808600	4226500	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	等级对应战力-等级218	3746200	3825200	4243100	3746200	3825200	4243100	3746200	3825200	4243100	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	等级对应战力-等级219	3766000	3841900	4259700	3766000	3841900	4259700	3766000	3841900	4259700	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	等级对应战力-等级220	3786000	3858500	4276200	3786000	3858500	4276200	3786000	3858500	4276200	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	等级对应战力-等级221	3806400	3875700	4293300	3806400	3875700	4293300	3806400	3875700	4293300	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	等级对应战力-等级222	3840100	3913100	4326600	3840100	3913100	4326600	3840100	3913100	4326600	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	等级对应战力-等级223	3873800	3950400	4359900	3873800	3950400	4359900	3873800	3950400	4359900	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	等级对应战力-等级224	3907600	3987900	4393300	3907600	3987900	4393300	3907600	3987900	4393300	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	等级对应战力-等级225	3941300	4025200	4426600	3941300	4025200	4426600	3941300	4025200	4426600	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	等级对应战力-等级226	3975000	4062700	4459900	3975000	4062700	4459900	3975000	4062700	4459900	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	等级对应战力-等级227	4008700	4100100	4493200	4008700	4100100	4493200	4008700	4100100	4493200	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	等级对应战力-等级228	4042500	4137500	4526500	4042500	4137500	4526500	4042500	4137500	4526500	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	等级对应战力-等级229	4076200	4174900	4559900	4076200	4174900	4559900	4076200	4174900	4559900	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230	等级对应战力-等级230	4109900	4212400	4593200	4109900	4212400	4593200	4109900	4212400	4593200	2345900	3564200	5905000	7611000	-1	2969000	4631000	5905000	7611000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
231	等级对应战力-等级231	4144300	4250600	4627300	4144300	4250600	4627300	4144300	4250600	4627300	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
232	等级对应战力-等级232	4218100	4330400	4717400	4218100	4330400	4717400	4218100	4330400	4717400	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
233	等级对应战力-等级233	4291900	4410200	4807500	4291900	4410200	4807500	4291900	4410200	4807500	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
234	等级对应战力-等级234	4365600	4489900	4897500	4365600	4489900	4897500	4365600	4489900	4897500	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	等级对应战力-等级235	4439400	4569800	4987700	4439400	4569800	4987700	4439400	4569800	4987700	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
236	等级对应战力-等级236	4513200	4649600	5077800	4513200	4649600	5077800	4513200	4649600	5077800	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
237	等级对应战力-等级237	4587000	4729400	5167900	4587000	4729400	5167900	4587000	4729400	5167900	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
238	等级对应战力-等级238	4660800	4809300	5258000	4660800	4809300	5258000	4660800	4809300	5258000	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
239	等级对应战力-等级239	4734600	4889200	5348200	4734600	4889200	5348200	4734600	4889200	5348200	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
240	等级对应战力-等级240	4808500	4969000	5438300	4808500	4969000	5438300	4808500	4969000	5438300	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	等级对应战力-等级241	4882600	5049200	5528700	4882600	5049200	5528700	4882600	5049200	5528700	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
242	等级对应战力-等级242	5009500	5182400	5661300	5009500	5182400	5661300	5009500	5182400	5661300	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	等级对应战力-等级243	5136500	5315500	5793900	5136500	5315500	5793900	5136500	5315500	5793900	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
244	等级对应战力-等级244	5263400	5448600	5926400	5263400	5448600	5926400	5263400	5448600	5926400	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
245	等级对应战力-等级245	5390300	5581800	6059000	5390300	5581800	6059000	5390300	5581800	6059000	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
246	等级对应战力-等级246	5517200	5715000	6191600	5517200	5715000	6191600	5517200	5715000	6191600	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
247	等级对应战力-等级247	5644100	5848100	6324200	5644100	5848100	6324200	5644100	5848100	6324200	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
248	等级对应战力-等级248	5771100	5981300	6456800	5771100	5981300	6456800	5771100	5981300	6456800	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	等级对应战力-等级249	5898000	6114500	6589400	5898000	6114500	6589400	5898000	6114500	6589400	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
250	等级对应战力-等级250	6024900	6247700	6722000	6024900	6247700	6722000	6024900	6247700	6722000	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
251	等级对应战力-等级251	6152600	6381600	6855300	6152600	6381600	6855300	6152600	6381600	6855300	2345900	3564200	5905000	7611000	12043000	2969000	4631000	5905000	7611000	12043000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
